"countrycode","year","cluster","requirements","funding","percentfunded"
"TCD","2020","Eau, Hygiène et Assainissement COVID-19","4593505","1182504","26"
"TCD","2020","Education","16475888","10671543","65"
"TCD","2020","Education COVID-19","2002433","2355186","118"
"TCD","2020","Logistique","16232874","8236324","51"
"TCD","2020","Nutrition","66182035","25980712","39"
"TCD","2020","Nutrition COVID-19","14781458","51973","0"
"TCD","2020","Protection","15025232","2404044","16"
"TCD","2020","Protection COVID-19","2289108","257390","11"
"TCD","2020","Réponse multisectorielle pour les réfugiés","213316169","64804087","30"
"TCD","2020","Santé","44015261","1550640","4"
"TCD","2020","Santé COVID-19","12182168","8047257","66"
"TCD","2020","Sécurité Alimentaire","124896931","60093908","48"
"TCD","2020","Sécurité Alimentaire COVID-19","71283775","28646723","40"
"TCD","2019","Abris/AME/CCCM","3331740","0","0"
"TCD","2019","Coordination","5750355","1245809","22"
"TCD","2019","Eau, hygiène et assainissement","20023109","1462482","7"
"TCD","2019","Education","17446746","5445914","31"
"TCD","2019","Logistique","14610188","9612495","66"
"TCD","2019","Nutrition","69347924","46204236","67"
"TCD","2019","Protection","16777612","560797","3"
"TCD","2019","Réponse pour les réfugiés","209622498","26252311","13"
"TCD","2019","Santé","28680586","3295030","11"
"TCD","2019","Sécurité alimentaire","88823632","51265266","58"
"TCD","2018","Abris/AME/CCCM","9298986","1343251","14"
"TCD","2018","Coordination","5993951","2548464","43"
"TCD","2018","Eau, hygiène et assainissement","19242299","933288","5"
"TCD","2018","Education","19344607","3596388","19"
"TCD","2018","Logistique","13762526","8338973","61"
"TCD","2018","Nutrition","61971707","43612167","70"
"TCD","2018","Plan de réponse pour les réfugiés","143350086","14168557","10"
"TCD","2018","Protection","20683389","2144635","10"
"TCD","2018","Santé","29590200","3811576","13"
"TCD","2018","Sécurité alimentaire","220531490","129645627","59"
"TCD","2017","Abris/CCM/AME","10537984","1049000","10"
"TCD","2017","Coordination","6273121","2784621","44"
"TCD","2017","Eau, Hygiène et Assainissement","14920648","5544855","37"
"TCD","2017","Education","18041739","7437532","41"
"TCD","2017","Logistique","15329264","13851182","90"
"TCD","2017","Nutrition","58031341","38400720","66"
"TCD","2017","Protection","18386838","6674516","36"
"TCD","2017","Réponse multisectorielle pour les réfugiés","159995308","9047521","6"
"TCD","2017","Santé","30828061","9166214","30"
"TCD","2017","Sécurité Alimentaire","256263959","115476714","45"
"TCD","2016","COORDINATION AND SUPPORT SERVICES","5954751","3981565","67"
"TCD","2016","EDUCATION","7270641","4475189","62"
"TCD","2016","FOOD SECURITY","206875032","94474940","46"
"TCD","2016","HEALTH","44492960","22832377","51"
"TCD","2016","LOGISTICS","19220049","10155865","53"
"TCD","2016","MULTI-SECTOR FOR REFUGEES","161039576","9779184","6"
"TCD","2016","NUTRITION","59168125","34139869","58"
"TCD","2016","PROTECTION","14199385","1119304","8"
"TCD","2016","SHELTER/CCCM","9284675","3700462","40"
"TCD","2016","WATER AND SANITATION","13823180","4078697","30"
"TCD","2015","COORDINATION AND SUPPORT SERVICES","6370066","3125894","49"
"TCD","2015","EARLY RECOVERY","15447159","3455584","22"
"TCD","2015","FOOD SECURITY","226046723","149597256","66"
"TCD","2015","HEALTH","41723742","9446394","23"
"TCD","2015","LOGISTICS","20591460","11271901","55"
"TCD","2015","MULTI-SECTOR FOR REFUGEES","171400536","56829837","33"
"TCD","2015","NUTRITION","45880770","20121904","44"
"TCD","2015","PROTECTION","11962987","2129367","18"
"TCD","2015","SHELTER/CCCM","7527818","401616","5"
"TCD","2015","WATER AND SANITATION","21783946","4765227","22"
"TCD","2014","COORDINATION AND SUPPORT SERVICES","7240312","3718331","51"
"TCD","2014","EARLY RECOVERY","21265788","1000000","5"
"TCD","2014","EDUCATION","4342000","350008","8"
"TCD","2014","FOOD SECURITY","213357493","79346978","37"
"TCD","2014","HEALTH","32811018","4021526","12"
"TCD","2014","LOGISTICS","31278356","14003780","45"
"TCD","2014","MULTI-SECTOR FOR REFUGEES","218809171","70315490","32"
"TCD","2014","NUTRITION","39181355","17004280","43"
"TCD","2014","PROTECTION","9373817","2870028","31"
"TCD","2014","SHELTER/CCCM","19661499","1424954","7"
"TCD","2014","WATER AND SANITATION","21137265","10810540","51"
"TCD","2013","COORDINATION AND SUPPORT SERVICES","4957900","4155554","84"
"TCD","2013","EARLY RECOVERY","12670691","1148979","9"
"TCD","2013","EDUCATION","6216140","642988","10"
"TCD","2013","FOOD SECURITY","189447264","167031481","88"
"TCD","2013","HEALTH","29890274","5298807","18"
"TCD","2013","LOGISTICS","21201116","13925772","66"
"TCD","2013","MULTI-SECTOR ACTIVITIES FOR REFUGEES","158893426","64686217","41"
"TCD","2013","NUTRITION","38997946","23204189","60"
"TCD","2013","PROTECTION","27556054","4604792","17"
"TCD","2013","WATER AND SANITATION","20106478","10092424","50"
"TCD","2012","AGRICULTURE AND LIVELIHOODS","24932067","12231363","49"
"TCD","2012","COORDINATION AND SUPPORT SERVICES","22333097","20713282","93"
"TCD","2012","EARLY RECOVERY","4494554","1400044","31"
"TCD","2012","EDUCATION","4433962","643429","15"
"TCD","2012","FOOD ASSISTANCE","236406322","212270595","90"
"TCD","2012","HEALTH","31364492","7671810","24"
"TCD","2012","MULTI-SECTOR ACTIVITIES FOR REFUGEES","159526163","45489330","29"
"TCD","2012","NUTRITION","46568392","43122594","93"
"TCD","2012","PROTECTION","21530986","1011582","5"
"TCD","2012","WATER AND SANITATION","20356962","8847369","43"
"TCD","2011","AGRICULTURE AND LIVELIHOODS","20454109","8523691","42"
"TCD","2011","COORDINATION AND SUPPORT SERVICES","21878999","23534940","108"
"TCD","2011","EARLY RECOVERY","7843000","1351744","17"
"TCD","2011","EDUCATION","11162460","1021950","9"
"TCD","2011","FOOD ASSISTANCE","190587830","160123522","84"
"TCD","2011","HEALTH","29580235","15030332","51"
"TCD","2011","MULTI-SECTOR ACTIVITIES FOR REFUGEES","183869031","18429632","10"
"TCD","2011","NUTRITION","15451605","9164599","59"
"TCD","2011","PROTECTION","34211828","3963846","12"
"TCD","2011","WATER AND SANITATION","20237043","11534407","57"
"TCD","2010","AGRICULTURE AND LIVELIHOODS","28607982","9966975","35"
"TCD","2010","COORDINATION AND SUPPORT SERVICES","23916459","22550382","94"
"TCD","2010","EDUCATION ","12223655","2782047","23"
"TCD","2010","FOOD ASSISTANCE","236904825","196653948","83"
"TCD","2010","HEALTH ","19676901","11847420","60"
"TCD","2010","MULTI-SECTOR ACTIVITIES FOR IDPs AND REFUGEES","163214185","59109616","36"
"TCD","2010","NUTRITION ","18863090","7068038","37"
"TCD","2010","PROTECTION ","11130869","2653893","24"
"TCD","2010","WATER AND SANITATION ","23547333","12647431","54"
"TCD","2009","AGRICULTURE AND LIVELIHOODS","10617369","2678349","25"
"TCD","2009","COORDINATION AND SUPPORT SERVICES","26053671","22303763","86"
"TCD","2009","EDUCATION","15139882","2296575","15"
"TCD","2009","FOOD AID","189446764","258660880","137"
"TCD","2009","HEALTH","17279838","4982971","29"
"TCD","2009","MINE ACTION","4983269","1123876","23"
"TCD","2009","MULTI-SECTOR ACTIVITIES FOR IDPs AND REFUGEES","105675980","59296291","56"
"TCD","2009","NUTRITION","3948348","977121","25"
"TCD","2009","PROTECTION","6855000","2739273","40"
"TCD","2009","WATER AND SANITATION","19430050","8153983","42"
"TCD","2008","AGRICULTURE AND FOOD AID","131445738","119327696","91"
"TCD","2008","COORDINATION AND SUPPORT SERVICES","15740362","11708891","74"
"TCD","2008","EDUCATION","15730288","4917699","31"
"TCD","2008","HEALTH","15539028","12947609","83"
"TCD","2008","MINE ACTION","1157053","502877","43"
"TCD","2008","MULTI-SECTOR","103847901","87411962","84"
"TCD","2008","NUTRITION","6196324","1788200","29"
"TCD","2008","PROTECTION","5625390","3090823","55"
"TCD","2008","WATER AND SANITATION","22450497","13243258","59"
"TGO","2020","Health COVID-19","2328367","2460745","106"
"TGO","2020","WASH COVID-19","6148400","57964","1"
"TJK","2009","FOOD SECURITY","39912974","28189925","71"
"TJK","2008","COORDINATION AND PREPAREDNESS","339947","248235","73"
"TJK","2008","EDUCATION","670000","177271","26"
"TJK","2008","EMERGENCY ENERGY SECTOR","1800000","1800000","100"
"TJK","2008","FOOD SECURITY","13041559","6241848","48"
"TJK","2008","HEALTH","2944470","1719989","58"
"TJK","2008","NON-FOOD ITEMS AND SHELTER","4094586","2290081","56"
"TJK","2008","SANITATION AND HYGIENE","4023570","1667696","41"
"TLS","2006","COMMUNICATION","642660","472673","74"
"TLS","2006","COORDINATION","503463","454492","90"
"TLS","2006","EARLY RECOVERY AND RECONSTRUCTION","239108","239108","100"
"TLS","2006","EMERGENCY SHELTER AND PROTECTION","7871727","7485714","95"
"TLS","2006","FOOD","9682956","9250150","96"
"TLS","2006","HEALTH AND NUTRITION","2402125","131725","5"
"TLS","2006","LOGISTICS","935468","1403621","150"
"TLS","2006","WATER & SANITATION","1658700","1620811","98"
"TUR","2023","Coordination","2000000","10090753","505"
"TUR","2023","Early Recovery & Debris Removal","148500000","22266136","15"
"TUR","2023","Education","41045000","23665835","58"
"TUR","2023","Emergency Shelter/NFIs","246300000","210814060","86"
"TUR","2023","Food Security & Livelihoods","106700000","64166045","60"
"TUR","2023","Health & Nutrition","117700000","37182101","32"
"TUR","2023","Logistics & Emergency Telecommunications","3000000","2070479","69"
"TUR","2023","Multi-Purpose Cash & Social Protection","143300000","80253206","56"
"TUR","2023","Protection","106400000","35608174","33"
"TUR","2023","Temporary Settlement Support","7000000","2533233","36"
"TUR","2023","Water, Sanitation and Hygiene (WASH)","84600000","45180735","53"
"TZA","2020","Education COVID-19","2517000","1500000","60"
"TZA","2020","Food Security & Livelihoods COVID-19","57700337","0","0"
"TZA","2020","Health COVID-19","46052678","1809527","4"
"TZA","2020","Nutrition COVID-19","8334198","0","0"
"TZA","2020","Protection COVID-19","11807631","1022727","9"
"TZA","2020","WASH COVID-19","12207610","5112810","42"
"UGA","2020","Education COVID-19","2262495","2969070","131"
"UGA","2020","Food Security COVID-19","62309104","2311248","4"
"UGA","2020","Health COVID-19","71159758","5797866","8"
"UGA","2020","Nutrition COVID-19","9124734","0","0"
"UGA","2020","Protection COVID-19","4761000","2000000","42"
"UGA","2020","Refugees COVID-19","2300879","6179089","269"
"UGA","2020","WASH COVID-19","13490572","560632","4"
"UGA","2010","COORDINATION","2370305","2554295","108"
"UGA","2010","EDUCATION","955822","282324","30"
"UGA","2010","FOOD SECURITY AND AGRICULTURAL LIVELIHOODS","65926961","38641101","59"
"UGA","2010","HEALTH AND HIV/AIDS","10541093","2836556","27"
"UGA","2010","NUTRITION","7548523","4389151","58"
"UGA","2010","PROTECTION","16198875","10580764","65"
"UGA","2010","REFUGEES","65910683","34647723","53"
"UGA","2010","WATER AND SANITATION","9617284","3590125","37"
"UGA","2009","Coordination and Support Services","7740455","4554478","59"
"UGA","2009","Education","3287161","314397","10"
"UGA","2009","Food Security and Agricultural Livelihoods (FSAL)","145324442","146463252","101"
"UGA","2009","Health, Nutrition and HIV/AIDS","23551003","6140101","26"
"UGA","2009","Multi-Sector (Refugee Programme)","20443260","14569750","71"
"UGA","2009","Protection","27280871","8806825","32"
"UGA","2009","Water, Sanitation and Hygiene (WASH)","19373113","5851533","30"
"UGA","2008","CAMP COOR. AND CAMP MGMT","5764350","5809572","101"
"UGA","2008","COORDINATION","4861887","3943516","81"
"UGA","2008","EDUCATION","18694659","11808038","63"
"UGA","2008","FOOD SECURITY AND AGRI LIVELIHOODS","214596191","164460395","77"
"UGA","2008","GOV., INFRAS. AND LIVELIHOODS ","17911720","3060835","17"
"UGA","2008","HEALTH, NUTRITION AND HIV/AIDS","31433833","23471952","75"
"UGA","2008","MULTI-SECTOR (refugees)","19430554","16077956","83"
"UGA","2008","PROTECTION","38850137","29459877","76"
"UGA","2008","WATER, SANITATION & HYGIENE","21917647","11554972","53"
"UGA","2007","CAMP COOR. AND CAMP MGMT","672000","287945","43"
"UGA","2007","COORDINATION","10000","10000","100"
"UGA","2007","EARLY RECOVERY","1270000","315000","25"
"UGA","2007","EDUCATION","1144900","1094822","96"
"UGA","2007","FOOD SECURITY","23319915","8580047","37"
"UGA","2007","HEALTH, NUTRITION AND HIV/AIDS","3295600","894817","27"
"UGA","2007","LOGISTICS","4976749","3867790","78"
"UGA","2007","NON-FOOD ITEMS","2074837","1462023","70"
"UGA","2007","COORDINATION AND SUPPORT SERVICES","8097877","4489528","55"
"UGA","2007","EARLY RECOVERY","9767911","3512093","36"
"UGA","2007","EDUCATION","16302052","3849941","24"
"UGA","2007","FOOD SECURITY","165790378","165446220","100"
"UGA","2007","HEALTH, NUTRITION AND HIV/AIDS","47508348","21994728","46"
"UGA","2007","MINE ACTION","6463637","2279077","35"
"UGA","2007","MULTI-SECTOR","32950386","32971439","100"
"UGA","2007","PROTECTION / HUMAN RIGHTS / RULE OF LAW","42605323","29661332","70"
"UGA","2007","WATER & SANITATION","20734955","13841482","67"
"UKR","2026","Coordination, Thematic and Support Services","22534095","2627744","12"
"UKR","2026","Education","58763796","12083819","21"
"UKR","2026","Food Security and Livelihoods","305517901","25017885","8"
"UKR","2026","Health","90071830","4330916","5"
"UKR","2026","Logistics","3700000","4095000","111"
"UKR","2026","Multi-purpose Cash","580778211","8491757","1"
"UKR","2026","Protection","368736889","85002000","23"
"UKR","2026","Shelter & Non-Food Items","546797644","38615386","7"
"UKR","2026","Water, Sanitation & Hygiene","326205609","10334047","3"
"UKR","2025","Camp Coordination and Camp Management","20366691","21897590","108"
"UKR","2025","Coordination Services","12500000","29733022","238"
"UKR","2025","Education","84638278","57504196","68"
"UKR","2025","Emergency Telecommunications","1350000","485437","36"
"UKR","2025","Food Security and Livelihoods","613354114","183562293","30"
"UKR","2025","Health","130897336","138931335","106"
"UKR","2025","Logistics","5123800","2908131","57"
"UKR","2025","Multi-purpose Cash","410157857","147129563","36"
"UKR","2025","Protection","445238024","368662032","83"
"UKR","2025","Shelter & Non-Food Items","544595924","196321781","36"
"UKR","2025","Water, Sanitation & Hygiene","365311986","82469644","23"
"UKR","2024","Camp Coordination and Camp Management","16929275","16797281","99"
"UKR","2024","Coordination Services","12500000","15139790","121"
"UKR","2024","Education","98283502","93644951","95"
"UKR","2024","Food Security and Livelihoods","700623110","325707513","46"
"UKR","2024","Health","145031897","177034936","122"
"UKR","2024","Logistics","6900000","8963657","130"
"UKR","2024","Multi-purpose Cash","642720749","301464456","47"
"UKR","2024","Protection","468137631","497885113","106"
"UKR","2024","Shelter & Non-Food Items","604349857","298285647","49"
"UKR","2024","Water, Sanitation & Hygiene","410713910","122266824","30"
"UKR","2023","Camp Coordination and Camp Management","31242200","5603449","18"
"UKR","2023","Coordination Services","18000000","27083406","150"
